frame_idx,timestamp_us,phase
0,6481401243000,pre
1,6481408190000,pre
2,6481411664000,pre
3,6481415139000,pre
4,6481418609000,pre
5,6481422082000,pre
6,6481429032000,pre
7,6481432503000,pre
8,6481435977000,pre
9,6481442925000,pre
10,6481446400000,pre
11,6481449871000,pre
12,6481453345000,pre
13,6481460295000,pre
14,6481463768000,pre
15,6481467240000,post
16,6481470713000,post
17,6481474186000,post
18,6481477662000,post
19,6481484609000,post
20,6481488081000,post
21,6481491554000,post
22,6481495029000,post
23,6481501978000,post
24,6481505450000,post
25,6481508923000,post
26,6481512396000,post
27,6481515870000,post
28,6481522820000,post
29,6481526291000,post
30,6481529764000,post
31,6481533237000,post
32,6481540185000,post
33,6481543658000,post
34,6481547132000,post
35,6481554079000,post
36,6481557553000,post
37,6481561027000,post
38,6481567977000,post
39,6481571448000,post
40,6481574921000,post
41,6481578394000,post
42,6481581868000,post
43,6481588816000,post
44,6481592289000,post
