frame_idx,timestamp_us,phase
0,7661459798000,pre
1,7661463270000,pre
2,7661466744000,pre
3,7661470217000,pre
4,7661473691000,pre
5,7661477165000,pre
6,7661480638000,pre
7,7661484112000,pre
8,7661487585000,pre
9,7661491060000,pre
10,7661494533000,pre
11,7661498006000,pre
12,7661501480000,pre
13,7661504953000,pre
14,7661508427000,pre
15,7661511901000,post
16,7661515374000,post
17,7661518848000,post
18,7661522322000,post
19,7661525795000,post
20,7661529269000,post
21,7661532742000,post
22,7661536216000,post
23,7661539690000,post
24,7661543163000,post
25,7661546637000,post
26,7661550111000,post
27,7661553587000,post
28,7661557058000,post
29,7661560531000,post
30,7661564030000,post
31,7661567478000,post
32,7661570952000,post
33,7661574426000,post
34,7661577899000,post
35,7661581373000,post
36,7661584848000,post
37,7661588320000,post
38,7661591795000,post
39,7661595270000,post
40,7661598741000,post
41,7661602214000,post
42,7661605688000,post
43,7661609162000,post
44,7661612635000,post
