frame_idx,timestamp_us,phase
0,7675677267000,pre
1,7675680741000,pre
2,7675684214000,pre
3,7675687688000,pre
4,7675691162000,pre
5,7675694636000,pre
6,7675698108000,pre
7,7675701582000,pre
8,7675705056000,pre
9,7675708529000,pre
10,7675712010000,pre
11,7675715477000,pre
12,7675718950000,pre
13,7675722427000,pre
14,7675725897000,pre
15,7675729371000,post
16,7675732845000,post
17,7675736318000,post
18,7675739792000,post
19,7675743265000,post
20,7675746739000,post
21,7675750213000,post
22,7675753686000,post
23,7675757160000,post
24,7675760633000,post
25,7675764107000,post
26,7675767581000,post
27,7675771054000,post
28,7675774528000,post
29,7675778002000,post
30,7675781476000,post
31,7675784949000,post
32,7675788422000,post
33,7675791896000,post
34,7675795369000,post
35,7675798844000,post
36,7675802321000,post
37,7675805792000,post
38,7675809266000,post
39,7675812739000,post
40,7675816212000,post
41,7675819685000,post
42,7675823159000,post
43,7675826632000,post
44,7675830106000,post
