frame_idx,timestamp_us,phase
0,7521376217000,pre
1,7521379691000,pre
2,7521383165000,pre
3,7521386638000,pre
4,7521390111000,pre
5,7521393585000,pre
6,7521397059000,pre
7,7521400534000,pre
8,7521404032000,pre
9,7521407483000,pre
10,7521410954000,pre
11,7521414427000,pre
12,7521417900000,pre
13,7521421374000,pre
14,7521424848000,pre
15,7521428321000,post
16,7521431796000,post
17,7521435268000,post
18,7521438742000,post
19,7521442216000,post
20,7521445689000,post
21,7521449164000,post
22,7521452636000,post
23,7521456110000,post
24,7521459584000,post
25,7521463059000,post
26,7521466531000,post
27,7521470004000,post
28,7521473479000,post
29,7521476952000,post
30,7521480425000,post
31,7521483899000,post
32,7521487373000,post
33,7521490847000,post
34,7521494319000,post
35,7521497793000,post
36,7521501267000,post
37,7521504741000,post
38,7521508214000,post
39,7521511687000,post
40,7521515162000,post
41,7521518635000,post
42,7521522108000,post
43,7521525582000,post
44,7521529055000,post
