frame_idx,timestamp_us,phase
0,1972631904000,pre
1,1972635377000,pre
2,1972638851000,pre
3,1972642324000,pre
4,1972645798000,pre
5,1972652745000,pre
6,1972656219000,pre
7,1972659692000,pre
8,1972666640000,pre
9,1972670114000,pre
10,1972673587000,pre
11,1972677060000,pre
12,1972680534000,pre
13,1972684010000,pre
14,1972687481000,pre
15,1972694428000,post
16,1972697902000,post
17,1972701376000,post
18,1972704849000,post
19,1972708323000,post
20,1972715270000,post
21,1972718744000,post
22,1972722218000,post
23,1972725692000,post
24,1972729164000,post
25,1972732638000,post
26,1972736112000,post
27,1972739585000,post
28,1972743059000,post
29,1972750011000,post
30,1972753480000,post
31,1972756953000,post
32,1972760427000,post
33,1972763901000,post
34,1972767375000,post
35,1972770850000,post
36,1972774322000,post
37,1972777795000,post
38,1972781268000,post
39,1972784742000,post
40,1972788216000,post
41,1972791690000,post
42,1972795163000,post
43,1972798638000,post
44,1972802111000,post
