frame_idx,timestamp_us,phase
0,6248244281000,pre
1,6248247755000,pre
2,6248251228000,pre
3,6248254702000,pre
4,6248258176000,pre
5,6248261649000,pre
6,6248265123000,pre
7,6248268596000,pre
8,6248272068000,pre
9,6248275542000,pre
10,6248279016000,pre
11,6248282490000,pre
12,6248285963000,pre
13,6248289437000,pre
14,6248292910000,pre
15,6248296383000,post
16,6248299857000,post
17,6248303329000,post
18,6248306802000,post
19,6248310277000,post
20,6248313751000,post
21,6248317224000,post
22,6248320697000,post
23,6248324170000,post
24,6248327644000,post
25,6248331117000,post
26,6248334591000,post
27,6248338063000,post
28,6248341538000,post
29,6248345010000,post
30,6248348485000,post
31,6248351958000,post
32,6248355432000,post
33,6248358905000,post
34,6248362378000,post
35,6248365850000,post
36,6248369324000,post
37,6248372799000,post
38,6248376272000,post
39,6248379745000,post
40,6248383219000,post
41,6248386692000,post
42,6248390166000,post
43,6248393639000,post
44,6248397112000,post
45,6248904230000,post
46,6248907703000,post
47,6248911177000,post
48,6248914651000,post
49,6248918123000,post
50,6248921597000,post
51,6248925071000,post
52,6248928544000,post
53,6248932018000,post
54,6248935491000,post
55,6248938964000,post
56,6248942438000,post
57,6248945911000,post
58,6248949385000,post
59,6248952858000,post
60,6248956331000,post
61,6248959804000,post
62,6248963279000,post
63,6248966752000,post
64,6248970225000,post
