ball_speed_pxps,launch_angle_deg,apex_height_px,carry_px,post_launch_frames,vx_pxps,vy_pxps,rest_frame_idx,launch_frame_idx
5704.41,42.42,39.0,61.0,3,4176.6,-3816.11,2,7
