frame_idx,timestamp_us,phase
0,7500968785000,pre
1,7500972258000,pre
2,7500975732000,pre
3,7500979205000,pre
4,7500982679000,pre
5,7500986153000,pre
6,7500989627000,pre
7,7500993099000,pre
8,7500996575000,pre
9,7501000047000,pre
10,7501003520000,pre
11,7501006995000,pre
12,7501010468000,pre
13,7501013942000,pre
14,7501017414000,pre
15,7501020889000,post
16,7501024362000,post
17,7501027835000,post
18,7501031311000,post
19,7501034787000,post
20,7501038257000,post
21,7501041730000,post
22,7501045205000,post
23,7501048678000,post
24,7501052151000,post
25,7501055624000,post
26,7501059098000,post
27,7501062572000,post
28,7501066046000,post
29,7501069519000,post
30,7501072992000,post
31,7501076466000,post
32,7501079939000,post
33,7501083416000,post
34,7501086887000,post
35,7501090361000,post
36,7501093836000,post
37,7501097311000,post
38,7501100782000,post
39,7501104254000,post
40,7501107728000,post
41,7501111202000,post
42,7501114676000,post
43,7501118149000,post
44,7501121625000,post
