frame_idx,timestamp_us,phase
0,6540403044000,pre
1,6540406517000,pre
2,6540409990000,pre
3,6540413465000,pre
4,6540416939000,pre
5,6540420412000,pre
6,6540423885000,pre
7,6540427360000,pre
8,6540430832000,pre
9,6540434307000,pre
10,6540437778000,pre
11,6540441252000,pre
12,6540444727000,pre
13,6540448200000,pre
14,6540451673000,pre
15,6540455147000,post
16,6540458620000,post
17,6540462093000,post
18,6540465568000,post
19,6540469039000,post
20,6540472513000,post
21,6540475987000,post
22,6540479460000,post
23,6540482934000,post
24,6540486408000,post
25,6540489882000,post
26,6540493355000,post
27,6540496829000,post
28,6540500301000,post
29,6540503778000,post
30,6540507249000,post
31,6540510723000,post
32,6540514195000,post
33,6540517669000,post
34,6540521142000,post
35,6540524617000,post
36,6540528089000,post
37,6540531562000,post
38,6540535036000,post
39,6540538510000,post
40,6540541983000,post
41,6540545457000,post
42,6540548931000,post
43,6540552403000,post
44,6540555878000,post
45,6541063007000,post
46,6541066480000,post
47,6541069954000,post
48,6541073432000,post
49,6541076901000,post
50,6541080374000,post
51,6541083848000,post
52,6541087321000,post
53,6541090795000,post
54,6541094268000,post
55,6541097742000,post
56,6541101215000,post
57,6541104690000,post
58,6541108168000,post
59,6541111638000,post
60,6541115110000,post
61,6541118585000,post
62,6541122057000,post
63,6541125530000,post
64,6541129003000,post
