frame_idx,timestamp_us,phase
0,7558238120000,pre
1,7558241593000,pre
2,7558245068000,pre
3,7558248540000,pre
4,7558252014000,pre
5,7558255488000,pre
6,7558258961000,pre
7,7558265908000,pre
8,7558269382000,pre
9,7558272856000,pre
10,7558276330000,pre
11,7558279803000,pre
12,7558283276000,pre
13,7558286750000,pre
14,7558290224000,pre
15,7558293706000,post
16,7558297172000,post
17,7558300647000,post
18,7558304121000,post
19,7558307593000,post
20,7558311065000,post
21,7558314541000,post
22,7558318013000,post
23,7558321488000,post
24,7558324961000,post
25,7558328434000,post
26,7558331907000,post
27,7558335385000,post
28,7558338854000,post
29,7558342329000,post
30,7558345803000,post
31,7558349275000,post
32,7558352749000,post
33,7558356222000,post
34,7558359696000,post
35,7558363178000,post
36,7558366643000,post
37,7558370117000,post
38,7558373591000,post
39,7558377064000,post
40,7558380538000,post
41,7558384011000,post
42,7558387485000,post
43,7558390959000,post
44,7558394433000,post
